full_journey,nb_parcours
DIRECT_ACCESS-AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus,2
SEO-email_auto-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-email_auto-DIRECT_ACCESS,2
SEO-email_auto-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-SEO,2
SEO-REFERRAL-SEO-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-SEO,2
SEA_Bing_HM,2
DIRECT_ACCESS-AFFILIATION-REFERRAL-AFFILIATION-REFERRAL-AFFILIATION-REFERRAL,2
SEO-AD_EXCHANGE_appnexus-SEO-AFFILIATION-REFERRAL,2
DIRECT_ACCESS-AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus-DIRECT_ACCESS-SEO-DIRECT_ACCESS-AD_EXCHANGE_appnexus,2
DIRECT_ACCESS-SEO-DIRECT_ACCESS-SEO-DIRECT_ACCESS-SEO-DIRECT_ACCESS,2
AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-email_auto,2
SEO-AFFILIATION-DIRECT_ACCESS,2
email_auto-email_tactique,2
DIRECT_ACCESS-SEO-AD_EXCHANGE_appnexus,2
SEO-REFERRAL-AFFILIATION-REFERRAL,2
AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-SEO-DIRECT_ACCESS-SEO,2
DIRECT_ACCESS-email_auto-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-SEO-email_auto-DIRECT_ACCESS-SEO-DIRECT_ACCESS-email_auto-DIRECT_ACCESS,2
SEO-REFERRAL-AFFILIATION-REFERRAL-AFFILIATION,2
SEO-AD_EXCHANGE_appnexus-SEO-DIRECT_ACCESS-email_auto,2
REFERRAL-SEO-DIRECT_ACCESS-AFFILIATION-REFERRAL,2
SEO-AFFILIATION-REFERRAL-SEO-email_auto-DIRECT_ACCESS-SEO-AFFILIATION-SEO-DIRECT_ACCESS-REFERRAL-SEO,2
email_auto-DIRECT_ACCESS-REFERRAL,2
SEO-DIRECT_ACCESS-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-SEO,2
SEO-DIRECT_ACCESS-SEO-email_auto-SEO,2
email_auto-DIRECT_ACCESS-SEO-email_auto-DIRECT_ACCESS,2
DIRECT_ACCESS-REFERRAL-AFFILIATION,2
AD_EXCHANGE_appnexus-SEO-email_auto-AD_EXCHANGE_appnexus-SEO,2
SEO-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-SEO-AFFILIATION,2
SEO-AD_EXCHANGE_appnexus-AFFILIATION-SEO-AD_EXCHANGE_appnexus-AFFILIATION-AD_EXCHANGE_appnexus-DIRECT_ACCESS-AFFILIATION,2
DIRECT_ACCESS-SEO-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-SEO,2
email_tactique-DIRECT_ACCESS-SEO,2
SEO-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus,2
email_auto-REFERRAL-email_auto,2
SEO-email_auto-DIRECT_ACCESS-email_auto-DIRECT_ACCESS,2
DIRECT_ACCESS-SEO-DIRECT_ACCESS-SEO-DIRECT_ACCESS-DISPLAY-email_auto-SEO-DIRECT_ACCESS-AFFILIATION-REFERRAL-AFFILIATION-SEO-DIRECT_ACCESS,2
SEO-AFFILIATION-SEO-DIRECT_ACCESS-AD_EXCHANGE_appnexus-DIRECT_ACCESS,2
DIRECT_ACCESS-email_auto-SEO-email_auto-SEO-DIRECT_ACCESS,2
AD_EXCHANGE_appnexus-SEO-email_auto,2
AD_EXCHANGE_appnexus-email_tactique-SEO-AD_EXCHANGE_appnexus-SEO,2
AD_EXCHANGE_appnexus-DISPLAY-AD_EXCHANGE_appnexus,2
REFERRAL-email_auto-DIRECT_ACCESS,2
DISPLAY-DIRECT_ACCESS,2
SEO-AFFILIATION-SEO-AFFILIATION-SEO,2
SEO-AFFILIATION-REFERRAL-SEO,2
SEO-REFERRAL-SEO-REFERRAL-email_auto-REFERRAL-email_auto-REFERRAL-email_auto-REFERRAL-SEO-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-SEO,2
DIRECT_ACCESS-AFFILIATION-REFERRAL-AFFILIATION-REFERRAL-AFFILIATION-REFERRAL-DIRECT_ACCESS-AFFILIATION-REFERRAL,2
REFERRAL-AFFILIATION-DIRECT_ACCESS,2
DIRECT_ACCESS-AD_EXCHANGE_appnexus-DIRECT_ACCESS-email_auto-DIRECT_ACCESS,2
SOCIAL-SEO-AD_EXCHANGE_appnexus,2
REFERRAL-email_auto,2
DIRECT_ACCESS-AD_EXCHANGE_appnexus-email_auto,2
SEO-DIRECT_ACCESS-SEO-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-SEO-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-SEO-DIRECT_ACCESS,2
email_auto-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-SEO-DIRECT_ACCESS,2
SEO-AD_EXCHANGE_appnexus-SEO-email_auto,2
SEO-DIRECT_ACCESS-AFFILIATION,2
email_auto-email_tactique-email_auto-REFERRAL,2
AD_EXCHANGE_appnexus-DIRECT_ACCESS-AFFILIATION,2
AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-SEO,2
AD_EXCHANGE_appnexus-AFFILIATION-DIRECT_ACCESS,2
DIRECT_ACCESS-SEO-email_auto,2
AD_EXCHANGE_appnexus-email_tactique-AD_EXCHANGE_appnexus-email_auto-AD_EXCHANGE_appnexus,2
AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus-DIRECT_ACCESS,2
DIRECT_ACCESS-REFERRAL-DIRECT_ACCESS,2
DIRECT_ACCESS-SEO-DIRECT_ACCESS-SEO-DIRECT_ACCESS-AD_EXCHANGE_appnexus-DIRECT_ACCESS-SEO-DIRECT_ACCESS-AD_EXCHANGE_appnexus-DIRECT_ACCESS,2
AD_EXCHANGE_appnexus-email_auto-AD_EXCHANGE_appnexus-SEO,2
SEO-AD_EXCHANGE_appnexus-SEO-REFERRAL-SEO,2
DIRECT_ACCESS-SEO-DIRECT_ACCESS-AD_EXCHANGE_appnexus-SEO-DIRECT_ACCESS-SEO-AD_EXCHANGE_appnexus-DIRECT_ACCESS-SEO-DIRECT_ACCESS-AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus-SEO,1
email_auto-REFERRAL-SEO-REFERRAL-email_auto-REFERRAL-SEO,1
AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-SEO,1
AD_EXCHANGE_appnexus-email_tactique-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-REFERRAL-AD_EXCHANGE_appnexus-REFERRAL-email_tactique-REFERRAL-AD_EXCHANGE_appnexus-SEO,1
SEO-AD_EXCHANGE_appnexus-AFFILIATION-REFERRAL-AD_EXCHANGE_appnexus-REFERRAL,1
email_auto-DIRECT_ACCESS-SEO-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-SEO-email_auto-SEO,1
email_auto-AFFILIATION,1
email_auto-email_tactique-email_auto-email_tactique-AD_EXCHANGE_appnexus-DIRECT_ACCESS,1
AD_EXCHANGE_appnexus-DIRECT_ACCESS-REFERRAL-AD_EXCHANGE_appnexus-SEO-REFERRAL,1
AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus-AFFILIATION-DIRECT_ACCESS,1
SEO-REFERRAL-AD_EXCHANGE_appnexus-email_auto,1
AD_EXCHANGE_appnexus-SEO-DIRECT_ACCESS-AD_EXCHANGE_appnexus-DIRECT_ACCESS,1
REFERRAL-AD_EXCHANGE_appnexus-email_auto,1
AD_EXCHANGE_appnexus-email_auto-DIRECT_ACCESS-AFFILIATION-AD_EXCHANGE_appnexus-AFFILIATION,1
DIRECT_ACCESS-email_auto-DIRECT_ACCESS-email_auto-SEO-DIRECT_ACCESS-email_auto,1
DIRECT_ACCESS-SEO-DIRECT_ACCESS-AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus-SEO,1
DIRECT_ACCESS-email_auto-email_tactique-email_auto-SEO-email_auto-SEO-DIRECT_ACCESS-SEO,1
email_auto-SEO-email_auto-DIRECT_ACCESS-AD_EXCHANGE_appnexus-email_auto-DIRECT_ACCESS,1
DIRECT_ACCESS-REFERRAL-SEO-AD_EXCHANGE_appnexus-SEO,1
DIRECT_ACCESS-email_tactique-DIRECT_ACCESS,1
AD_EXCHANGE_appnexus-AFFILIATION-AD_EXCHANGE_appnexus-DIRECT_ACCESS-AFFILIATION-REFERRAL,1
DIRECT_ACCESS-SEO-AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus-SEO-DIRECT_ACCESS-SEO-AD_EXCHANGE_appnexus-SEO,1
DIRECT_ACCESS-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-SEO-DIRECT_ACCESS-AD_EXCHANGE_appnexus,1
AFFILIATION-REFERRAL-DIRECT_ACCESS-AFFILIATION-REFERRAL-SEO,1
SEO-REFERRAL-AFFILIATION-AD_EXCHANGE_appnexus-SEO-DIRECT_ACCESS,1
SEO-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-DIRECT_ACCESS,1
SEO-DIRECT_ACCESS-SEO-email_tactique-DIRECT_ACCESS-email_auto-SEO-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-SEO-email_auto-SEO-AFFILIATION,1
SEO-REFERRAL-SEO-AD_EXCHANGE_appnexus,1
email_auto-DIRECT_ACCESS-REFERRAL-SEO-email_auto-DIRECT_ACCESS-email_auto,1
email_auto-email_tactique-email_auto-email_tactique-email_auto-email_tactique-email_auto-DIRECT_ACCESS,1
AFFILIATION-SEO-DIRECT_ACCESS,1
DIRECT_ACCESS-SEO-email_auto-REFERRAL-SEO-DIRECT_ACCESS-SEO,1
SEO-REFERRAL-AD_EXCHANGE_appnexus-email_auto-REFERRAL-email_auto-REFERRAL-email_auto-REFERRAL,1
email_tactique-email_auto-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-email_auto,1
AD_EXCHANGE_appnexus-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-email_auto,1
AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-AFFILIATION-REFERRAL,1
DIRECT_ACCESS-REFERRAL-DIRECT_ACCESS-email_auto-DIRECT_ACCESS,1
DIRECT_ACCESS-AD_EXCHANGE_appnexus-SEO-REFERRAL-AFFILIATION-REFERRAL-AFFILIATION-REFERRAL,1
DIRECT_ACCESS-email_auto-DIRECT_ACCESS-SEO-email_auto-DIRECT_ACCESS-email_tactique,1
SEO-email_auto-SEO-email_auto-SEO-email_auto-SEO,1
AD_EXCHANGE_appnexus-email_tactique-SEO-DIRECT_ACCESS,1
DIRECT_ACCESS-AFFILIATION-REFERRAL-DIRECT_ACCESS,1
DIRECT_ACCESS-SEO-DIRECT_ACCESS-email_tactique-email_auto-DIRECT_ACCESS-SEO-DIRECT_ACCESS-email_auto-DIRECT_ACCESS,1
REFERRAL-AD_EXCHANGE_appnexus-REFERRAL-DIRECT_ACCESS,1
DIRECT_ACCESS-SEO-DIRECT_ACCESS-REFERRAL-AFFILIATION-REFERRAL,1
REFERRAL-AFFILIATION-REFERRAL-AFFILIATION-REFERRAL-AFFILIATION-REFERRAL-AFFILIATION-REFERRAL-AD_EXCHANGE_appnexus-REFERRAL-AFFILIATION-REFERRAL-AD_EXCHANGE_appnexus-REFERRAL,1
DIRECT_ACCESS-AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus-SOCIAL-AD_EXCHANGE_appnexus-SEO-SOCIAL-SEO,1
REFERRAL-AD_EXCHANGE_appnexus-REFERRAL-AD_EXCHANGE_appnexus-REFERRAL,1
SEO-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-SEO-DIRECT_ACCESS-SEO-DIRECT_ACCESS-SEO-DIRECT_ACCESS-SEO,1
SEO-email_tactique-AD_EXCHANGE_appnexus-SEO,1
SEO-email_auto-SEO-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-SEO-DIRECT_ACCESS-AD_EXCHANGE_appnexus-SEO-DIRECT_ACCESS,1
REFERRAL-SEO-DIRECT_ACCESS-email_auto-REFERRAL-SEO-email_auto-DIRECT_ACCESS,1
SEO-AD_EXCHANGE_appnexus-SEO-DIRECT_ACCESS-SEO-AD_EXCHANGE_appnexus-DIRECT_ACCESS,1
DIRECT_ACCESS-email_auto-SEO-REFERRAL-email_tactique-email_auto-DIRECT_ACCESS,1
AD_EXCHANGE_appnexus-SEO-AFFILIATION-email_auto-SEO,1
email_auto-DIRECT_ACCESS-SEO-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-SEO-DIRECT_ACCESS,1
AD_EXCHANGE_appnexus-DIRECT_ACCESS-email_auto-DIRECT_ACCESS,1
DIRECT_ACCESS-AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-DIRECT_ACCESS,1
SEO-AD_EXCHANGE_appnexus-email_auto-REFERRAL,1
SEO-AD_EXCHANGE_appnexus-email_auto-DIRECT_ACCESS-AD_EXCHANGE_appnexus-DIRECT_ACCESS-SEO,1
AD_EXCHANGE_appnexus-REFERRAL-AD_EXCHANGE_appnexus-REFERRAL-AD_EXCHANGE_appnexus-REFERRAL-AFFILIATION-REFERRAL,1
DIRECT_ACCESS-SEO-DIRECT_ACCESS-SEO-REFERRAL-SEO-DIRECT_ACCESS-SEO-REFERRAL-SEO-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-SEO-email_auto-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-email_auto,1
email_tactique-SEO-AD_EXCHANGE_appnexus,1
DIRECT_ACCESS-email_auto-AD_EXCHANGE_appnexus-email_auto-DIRECT_ACCESS,1
SEA_Bing_HM-SEA_Bing_M,1
email_auto-SEO-AD_EXCHANGE_appnexus-REFERRAL,1
SEO-email_auto-DIRECT_ACCESS-SEO-DIRECT_ACCESS-SEO-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-email_auto,1
email_auto-SEO-REFERRAL-SEO,1
email_auto-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-AFFILIATION-DIRECT_ACCESS-SEO-DIRECT_ACCESS-SEO-email_auto-SEO-email_auto-DIRECT_ACCESS-email_auto,1
DIRECT_ACCESS-SEO-AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus-SEO,1
DIRECT_ACCESS-SEO-REFERRAL-AFFILIATION-REFERRAL-AFFILIATION-REFERRAL,1
AFFILIATION-REFERRAL-SEO-AFFILIATION-REFERRAL-AD_EXCHANGE_appnexus-AFFILIATION-REFERRAL,1
AD_EXCHANGE_appnexus-email_tactique-DIRECT_ACCESS-SEO,1
SEO-AD_EXCHANGE_appnexus-REFERRAL-SEO,1
AD_EXCHANGE_appnexus-REFERRAL-DIRECT_ACCESS,1
DIRECT_ACCESS-SEO-DIRECT_ACCESS-SEO-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-SEO-email_auto-SEO-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-SEO-DIRECT_ACCESS-email_auto-DIRECT_ACCESS,1
DIRECT_ACCESS-email_auto-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-SEO-email_auto-DIRECT_ACCESS,1
DIRECT_ACCESS-SEO-email_auto-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-SEO-DIRECT_ACCESS,1
DISPLAY-email_auto-REFERRAL,1
email_auto-DIRECT_ACCESS-AFFILIATION-DIRECT_ACCESS,1
SEO-DIRECT_ACCESS-AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus-DIRECT_ACCESS,1
email_auto-email_tactique-email_auto-email_tactique-AD_EXCHANGE_appnexus-SEO,1
DIRECT_ACCESS-SEO-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-SEO-DIRECT_ACCESS,1
AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus,1
email_auto-REFERRAL-SEO-DIRECT_ACCESS-SEO-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-SEO,1
SEO-AD_EXCHANGE_appnexus-SEO-DIRECT_ACCESS-SEO,1
SEO-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-email_auto-SEO-DIRECT_ACCESS-email_auto,1
SEO-REFERRAL-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-SEO,1
AD_EXCHANGE_appnexus-email_auto-SEO-email_auto-DIRECT_ACCESS,1
SEO-SOCIAL,1
AD_EXCHANGE_appnexus-SEO-DIRECT_ACCESS-SEO-DIRECT_ACCESS,1
email_auto-SEO-DIRECT_ACCESS-SEO,1
email_auto-DIRECT_ACCESS-SEO-email_auto-DIRECT_ACCESS-email_tactique-email_auto-SEO-email_auto-DIRECT_ACCESS,1
email_auto-DIRECT_ACCESS-email_auto-SEO-email_tactique-email_auto-REFERRAL-email_auto,1
SEO-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus-DIRECT_ACCESS-REFERRAL-AFFILIATION,1
DIRECT_ACCESS-AD_EXCHANGE_appnexus-DIRECT_ACCESS-AFFILIATION-REFERRAL-AFFILIATION-REFERRAL,1
SEO-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-SEO-DIRECT_ACCESS-AD_EXCHANGE_appnexus-DIRECT_ACCESS,1
AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-SEO-REFERRAL-AFFILIATION-REFERRAL-SEO-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-SEO,1
email_auto-REFERRAL-email_auto-REFERRAL-email_auto-REFERRAL-email_auto-REFERRAL-DIRECT_ACCESS,1
DIRECT_ACCESS-SEO-REFERRAL-AFFILIATION-REFERRAL,1
AD_EXCHANGE_appnexus-DISPLAY-AD_EXCHANGE_appnexus-DISPLAY-AD_EXCHANGE_appnexus,1
DIRECT_ACCESS-AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-DIRECT_ACCESS-SEO-AD_EXCHANGE_appnexus-DIRECT_ACCESS,1
DIRECT_ACCESS-email_auto-DIRECT_ACCESS-SEO-email_auto-DIRECT_ACCESS-REFERRAL-SEO-DIRECT_ACCESS,1
AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus-AFFILIATION-REFERRAL,1
AFFILIATION-REFERRAL-AFFILIATION-SEO-AFFILIATION,1
DIRECT_ACCESS-SEO-email_auto-DIRECT_ACCESS-SEO-AFFILIATION-REFERRAL-DIRECT_ACCESS-SEO-email_auto-DIRECT_ACCESS-SEO-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-SEO-DIRECT_ACCESS,1
SEO-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-DIRECT_ACCESS-SEO-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-SEO-AD_EXCHANGE_appnexus-SEO,1
SEO-email_auto-SEO-AD_EXCHANGE_appnexus,1
email_auto-DIRECT_ACCESS-email_auto-DIRECT_ACCESS-REFERRAL-email_auto,1
SEO-DIRECT_ACCESS-SEO-DISPLAY,1
SEO-DIRECT_ACCESS-REFERRAL-AFFILIATION,1
REFERRAL-email_tactique,1
SEO-AFFILIATION-SEO-AFFILIATION-SEO-AFFILIATION-AD_EXCHANGE_appnexus-AFFILIATION-SEO-AD_EXCHANGE_appnexus-AFFILIATION-DIRECT_ACCESS,1
AD_EXCHANGE_appnexus-email_tactique-REFERRAL,1
DIRECT_ACCESS-REFERRAL-SEO-REFERRAL-SEO-AD_EXCHANGE_appnexus-SEO-DIRECT_ACCESS,1
AFFILIATION-SEO-email_auto,1
DIRECT_ACCESS-SEO-DIRECT_ACCESS-SEO-AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus-DIRECT_ACCESS-AD_EXCHANGE_appnexus-DIRECT_ACCESS,1
